CUST_ID,DIVIDED_SET,SIU_CUST_YN,SEX,AGE,RESI_COST,RESI_TYPE_CODE,FP_CAREER,CTPR,OCCP_GRP_1,TOTALPREM,WEDD_YN,MATE_OCCP_GRP_1,CHLD_CNT,LTBN_CHLD_AGE,MAX_PRM,CUST_INCM,RCBASE_HSHD_INCM,JPBASE_HSHD_INCM
6289,1,N,1,5,28333,20.0,N,서울,서비스,18575960.0,Y,서비스,2.0,2.0,257000.0,4944.0,9354,8268.0
6290,1,N,2,5,5819,12.0,N,경기,서비스,57426496.0,Y,사무직,2.0,2.0,480834.0,4019.0,5278,8429.0
6292,1,N,2,3,7361,20.0,N,경기,사무직,13007259.0,Y,서비스,1.0,1.0,284614.0,3372.0,3323,7098.0
6293,1,N,2,3,2590,11.0,N,경북,사무직,2527746.0,N,n,0.0,0.0,42650.0,3240.0,0,3240.0
6295,1,Y,1,4,10406,30.0,N,경기,전문직,53694152.0,N,n,0.0,0.0,609509.0,5233.0,4072,5233.0
6297,1,N,2,2,10000,30.0,N,인천,기타,596000.0,N,n,0.0,0.0,200000.0,0.0,3720,3691.0
6298,1,N,2,3,20555,20.0,N,경기,주부,22749623.0,Y,서비스,2.0,0.0,329591.0,0.0,6169,3874.0
6301,1,N,2,3,11527,20.0,N,인천,주부,26445382.0,Y,사무직,0.0,0.0,382406.0,0.0,4064,3624.0
6304,1,N,1,4,29444,20.0,N,경기,전문직,18340692.0,N,n,0.0,0.0,136200.0,5736.0,7476,5736.0
6305,1,N,2,3,26111,20.0,N,울산,전문직,904883.0,Y,사무직,1.0,1.0,240707.0,4044.0,6660,8831.0
6306,1,N,2,5,22638,20.0,N,충남,제조업,61304174.0,Y,제조업,0.0,0.0,448710.0,4153.0,9761,9195.0
6308,1,N,2,3,14305,20.0,N,부산,사무직,10641034.0,N,n,0.0,0.0,186984.0,3718.0,3792,3718.0
6309,2,,2,3,10555,20.0,N,경북,주부,44222000.0,Y,제조업,0.0,0.0,386625.0,0.0,3866,5440.0
6311,1,N,2,5,8256,11.0,N,충남,전문직,13802419.0,N,n,0.0,0.0,164603.0,3441.0,5510,3441.0
6314,1,N,2,3,18888,20.0,N,부산,전문직,2360000.0,N,n,0.0,0.0,21600.0,3259.0,4504,3259.0
6321,1,Y,2,5,14722,30.0,N,경기,기타,5793060.0,Y,기타,1.0,3.0,448281.0,2846.0,6660,5353.0
6325,1,N,2,3,9034,50.0,N,경기,서비스,3802448.0,N,n,0.0,0.0,89340.0,3044.0,2466,3044.0
6327,1,N,1,4,11666,20.0,N,경남,사무직,10081475.0,Y,n,1.0,0.0,126234.0,4565.0,4268,4565.0
6332,1,N,1,4,30972,30.0,N,서울,서비스,8180710.0,N,n,0.0,0.0,113150.0,3728.0,9063,3728.0
6333,1,Y,1,5,15529,20.0,N,전남,서비스,2098800.0,Y,서비스,3.0,1.0,63600.0,5142.0,8842,8746.0
6334,1,N,1,3,10365,40.0,N,부산,사무직,9167507.0,N,n,0.0,0.0,150287.0,3693.0,4748,3693.0
6336,1,N,1,6,25524,99.0,N,서울,제조업,57505500.0,Y,주부,0.0,0.0,582000.0,4322.930232558139,0,0.0
6337,1,N,1,3,13151,20.0,N,경남,제조업,50597910.0,N,n,0.0,0.0,437913.0,3499.0,4991,3499.0
6338,1,N,2,6,4694,11.0,N,광주,기타,5814480.0,N,n,0.0,0.0,48454.0,3190.0967741935483,3785,3618.0
6339,1,N,2,6,38888,20.0,N,서울,서비스,2935800.0,Y,자영업,0.0,0.0,81550.0,3881.65,8941,8941.0
6341,1,N,2,5,26388,20.0,N,경기,사무직,61692425.0,N,n,0.0,0.0,7451974.0,4020.0,8473,4020.0
6343,1,N,2,7,10694,20.0,N,전북,주부,5022000.0,N,n,0.0,0.0,41850.0,0.0,2611,2611.0
6347,1,N,2,7,16805,20.0,N,충북,기타,4108800.0,N,n,0.0,0.0,34240.0,0.0,2221,2087.0
6348,1,N,2,6,6429,12.0,N,전북,사무직,11778338.0,Y,n,3.0,2.0,141290.0,5403.133333333333,4660,4202.0
6349,2,,1,4,14444,30.0,N,서울,자영업,94479925.0,Y,주부,2.0,0.0,176700.0,4771.0,5884,4771.0
6350,1,N,2,4,18888,20.0,N,강원,전문직,35655375.0,N,n,0.0,0.0,749542.0,4065.0,6459,4065.0
6352,1,Y,2,4,5974,40.0,N,경기,서비스,49322260.0,Y,제조업,2.0,2.0,737124.0,4389.0,3736,7994.0
6354,1,N,2,6,5901,40.0,N,경북,기타,35738072.0,Y,1차산업,0.0,0.0,388519.0,3190.0967741935483,0,2527.0
6355,1,N,1,4,19305,20.0,N,울산,전문직,939708.0,N,n,0.0,0.0,35718.0,4590.0,5625,4590.0
6356,1,Y,1,5,13823,12.0,N,서울,사무직,142330133.0,N,n,0.0,0.0,15107949.0,5484.0,7364,5484.0
6357,1,N,2,3,36527,20.0,N,서울,자영업,6544881.0,Y,자영업,1.0,1.0,137700.0,4085.0,9798,8823.0
6361,2,,2,5,9861,30.0,N,경기,n,11276164.0,N,n,0.0,0.0,463218.0,4627.3,5079,0.0
6363,1,Y,2,5,2029,13.0,N,강원,자영업,18895300.0,Y,n,1.0,3.0,146760.0,3998.0,4310,3998.0
6364,1,N,1,3,14166,20.0,N,경남,사무직,9869210.0,N,n,0.0,0.0,89000.0,3554.0,5249,3554.0
6365,1,N,2,3,44583,20.0,N,서울,주부,2935800.0,N,n,0.0,0.0,23300.0,0.0,9926,9753.0
6366,1,N,2,3,10828,12.0,N,대구,주부,5242786.0,N,n,0.0,0.0,150000.0,0.0,3828,4701.0
6367,1,N,2,5,19305,20.0,N,경남,주부,3986100.0,Y,1차산업,0.0,0.0,30900.0,0.0,8567,8554.0
6368,2,,1,5,3334,13.0,N,부산,전문직,8216206.0,Y,주부,1.0,2.0,701603.0,7697.0,4949,7697.0
6370,1,Y,2,5,4081,12.0,N,경기,주부,16840558.0,Y,사무직,2.0,2.0,481406.0,0.0,5128,4869.0
6371,1,N,2,3,15555,20.0,N,충북,사무직,11896256.0,N,n,0.0,0.0,107600.0,3379.0,4598,3379.0
6372,1,N,1,3,24166,20.0,N,경기,제조업,29564829.0,N,n,0.0,0.0,233290.0,3878.0,6662,3878.0
6373,1,Y,2,6,6399,12.0,N,서울,주부,7374950.0,N,n,0.0,0.0,60950.0,0.0,0,0.0
6375,1,N,2,3,4861,30.0,N,충북,서비스,536390.0,N,n,0.0,0.0,53639.0,2755.0,0,2755.0
6376,1,N,2,6,8880,99.0,N,경기,기타,6478601.0,N,n,0.0,0.0,113314.0,3190.0967741935483,0,0.0
6379,1,N,2,7,9045,12.0,N,경기,기타,15914540.0,N,n,0.0,0.0,133950.0,0.0,1722,1700.0
6381,1,N,2,2,8346,40.0,N,경기,기타,17013600.0,N,n,0.0,0.0,1164163.0,0.0,3307,3220.0
6383,1,N,2,3,5033,13.0,N,인천,주부,0.0,N,n,0.0,0.0,704500.0,0.0,3465,3436.0
6384,1,N,2,3,5039,70.0,N,충남,주부,1484948.0,Y,자영업,0.0,0.0,88180.0,0.0,3436,3973.0
6385,1,Y,2,4,15277,30.0,N,경기,사무직,5538000.0,Y,제조업,1.0,2.0,46150.0,3821.0,4926,8159.0
6387,1,N,2,4,9578,13.0,N,경기,주부,20634883.0,Y,n,1.0,1.0,265668.0,0.0,3393,3357.0
6389,1,N,2,6,10161,11.0,N,전북,서비스,3628750.0,N,n,0.0,0.0,29030.0,3881.65,4244,4209.0
6390,1,N,2,4,37777,20.0,N,울산,주부,10727925.0,Y,사무직,3.0,1.0,134355.0,0.0,8701,5185.0
6391,1,N,2,3,34027,20.0,Y,경기,사무직,33312871.0,Y,사무직,0.0,0.0,499385.0,3894.0,8150,8964.0
6392,1,N,2,5,39861,20.0,N,대구,사무직,33469060.0,Y,사무직,1.0,2.0,699653.0,5265.0,11076,10925.0
6393,1,N,2,4,2282,13.0,N,경북,주부,29021341.0,Y,제조업,2.0,2.0,689689.0,0.0,4814,4225.0
6394,1,N,1,3,6794,11.0,N,충북,자영업,0.0,N,n,0.0,0.0,220086.0,4707.0,3549,4707.0
6395,1,N,2,3,30244,20.0,N,경기,서비스,11880066.0,Y,자영업,1.0,0.0,170827.0,2838.0,7435,6552.0
6396,1,Y,1,3,16111,20.0,N,인천,서비스,4751296.0,N,n,0.0,0.0,144380.0,3866.0,4648,3866.0
6397,2,,2,6,7148,40.0,N,경북,주부,13065435.0,N,n,0.0,0.0,199500.0,0.0,2106,2086.0
6398,1,N,2,5,9444,20.0,N,광주,제조업,10991025.0,Y,제조업,1.0,1.0,585249.0,3338.0,3486,7104.0
6399,1,N,2,4,39166,20.0,N,서울,자영업,82397508.0,Y,n,1.0,2.0,807001.0,5305.0,9505,5305.0
6401,1,N,2,3,25416,20.0,N,울산,주부,12317642.0,N,n,0.0,0.0,153653.0,0.0,5418,4891.0
6402,1,N,1,6,5592,11.0,N,경기,n,12964900.0,N,n,0.0,0.0,123085.0,4380.4,2904,0.0
6407,1,N,1,4,27265,11.0,N,경기,서비스,5512560.0,N,n,0.0,0.0,123600.0,3960.0,4636,3960.0
6408,1,N,2,4,7357,11.0,N,충남,1차산업,26981011.0,Y,1차산업,2.0,1.0,409154.0,3844.0,5746,8103.0
6410,1,N,2,3,13750,30.0,N,충남,주부,18563976.0,Y,기타,2.0,0.0,271585.0,0.0,4312,4914.0
6415,1,N,2,3,23333,20.0,N,경기,전문직,27579513.0,N,n,0.0,0.0,225631.0,3234.0,5687,3234.0
6419,1,N,2,3,28055,20.0,N,부산,주부,12224636.0,Y,사무직,0.0,0.0,136003.0,0.0,6941,3908.0
6420,1,N,2,5,15000,20.0,N,경기,사무직,8083795.0,N,n,0.0,0.0,123700.0,5514.0,5989,5514.0
6423,2,,1,4,9293,11.0,N,경남,서비스,6139200.0,N,n,0.0,0.0,51160.0,4314.0,6046,4314.0
6426,1,N,1,6,19444,20.0,N,경기,제조업,9884496.0,Y,주부,1.0,3.0,95080.0,4322.930232558139,2777,6347.0
6428,1,N,2,3,0,20.0,N,울산,서비스,17696901.0,Y,사무직,0.0,0.0,383958.0,3580.0,0,7975.0
6429,1,Y,2,3,16111,20.0,N,광주,기타,7220875.0,N,n,0.0,0.0,94700.0,0.0,0,0.0
6431,1,N,1,6,9368,12.0,N,서울,1차산업,0.0,N,n,0.0,0.0,169150.0,4147.0,5810,5753.0
6432,1,N,2,3,45000,13.0,N,충남,사무직,12164076.0,Y,전문직,0.0,0.0,183360.0,3660.0,9160,7365.0
6433,1,N,1,6,13750,20.0,N,부산,기타,5717950.0,Y,서비스,0.0,0.0,48050.0,3190.0967741935483,4726,5289.0
6434,1,N,2,5,34077,12.0,N,서울,주부,23051469.0,Y,전문직,3.0,1.0,536889.0,0.0,9271,5162.0
6435,1,N,1,3,0,20.0,N,경남,기타,11234973.0,N,n,0.0,0.0,174000.0,0.0,0,0.0
6436,1,N,1,3,9746,40.0,N,부산,제조업,7868390.0,Y,주부,1.0,1.0,213940.0,3361.0,3463,3361.0
6438,1,N,2,6,21944,20.0,N,부산,주부,12108528.0,Y,사무직,2.0,2.0,299300.0,0.0,6431,0.0
6439,1,N,2,3,18055,20.0,N,인천,서비스,9100477.0,N,n,0.0,0.0,442700.0,3497.0,4943,3497.0
6440,2,,2,3,51666,20.0,N,서울,전문직,26822239.0,N,n,0.0,0.0,464922.0,3736.0,10553,3736.0
6441,1,N,1,3,4048,12.0,N,전북,자영업,1811390.0,N,n,0.0,0.0,166030.0,4619.0,3222,4619.0
6442,1,Y,2,5,6758,40.0,N,경기,주부,41668096.0,Y,n,3.0,2.0,385881.0,0.0,5487,5487.0
6445,1,N,2,4,35762,20.0,Y,대구,자영업,59475384.0,Y,전문직,2.0,1.0,700413.0,4658.0,10529,10167.0
6446,1,N,2,4,16527,30.0,N,경기,전문직,30298196.0,Y,사무직,1.0,0.0,319212.0,3848.0,5282,8794.0
6450,1,Y,2,6,1666,20.0,N,강원,주부,19184364.0,N,n,0.0,0.0,388850.0,0.0,2313,2313.0
6451,1,N,2,5,21250,20.0,N,울산,기타,29752473.0,Y,제조업,2.0,2.0,410021.0,4130.0,8778,9412.0
6452,1,N,2,3,24305,20.0,N,경기,주부,15701294.0,Y,제조업,0.0,0.0,137900.0,0.0,6715,3469.0
6453,1,N,2,4,8822,13.0,N,경남,전문직,13942498.0,N,n,0.0,0.0,1416082.0,3318.0,3748,3318.0
6454,1,N,2,5,15000,30.0,N,경기,주부,0.0,Y,n,2.0,3.0,1423357.0,0.0,7217,7198.0
6455,1,N,2,3,0,20.0,N,광주,사무직,12947019.0,N,n,0.0,0.0,226263.0,2894.0,0,2894.0
6456,1,N,2,3,6666,20.0,N,충남,전문직,16727680.0,N,n,0.0,0.0,152442.0,3657.0,3374,3657.0
6457,1,N,1,5,7601,11.0,N,경북,제조업,12597600.0,N,n,0.0,0.0,108600.0,4538.0,5183,4538.0
6462,1,N,2,4,0,11.0,N,전남,서비스,16870331.0,Y,1차산업,0.0,0.0,458651.0,3219.0,0,6475.0
6464,1,N,2,5,0,20.0,N,충남,서비스,22049623.0,Y,서비스,0.0,0.0,247856.0,2905.0,0,7033.0
6466,1,N,2,5,7353,12.0,N,인천,주부,22566035.0,Y,전문직,1.0,2.0,232037.0,0.0,5422,5795.0
6468,1,N,2,4,44075,20.0,N,서울,서비스,17473375.0,N,n,0.0,0.0,179295.0,3480.0,10237,3480.0
6471,1,N,1,3,2301,12.0,N,전남,서비스,12866200.0,N,n,0.0,0.0,115000.0,3302.0,2993,3302.0
6473,1,N,1,4,18055,20.0,N,인천,제조업,6388110.0,Y,주부,2.0,1.0,146637.0,3691.0,5096,3691.0
6476,1,N,2,5,4583,30.0,N,경북,주부,14483954.0,Y,n,2.0,2.0,134210.0,0.0,4069,4011.0
6478,1,N,2,3,10416,20.0,N,인천,사무직,4570994.0,N,n,0.0,0.0,115400.0,3289.0,3976,3289.0
6480,1,N,2,5,14175,12.0,Y,서울,자영업,14465219.0,Y,n,2.0,2.0,296260.0,4007.0,7253,4007.0
6482,1,Y,1,6,3903,12.0,N,전북,사무직,10743100.0,N,n,0.0,0.0,101350.0,5403.133333333333,4235,4199.0
6485,1,N,2,1,5120,13.0,N,경기,기타,2410384.0,N,n,0.0,0.0,301298.0,0.0,3832,3806.0
6487,1,N,1,5,6204,40.0,N,강원,전문직,93301953.0,Y,주부,3.0,1.0,1263793.0,7399.0,5962,7399.0
6488,1,N,2,3,36111,20.0,N,경기,서비스,41743255.0,N,n,0.0,0.0,676055.0,4989.0,8224,4989.0
6494,1,N,2,3,17222,20.0,N,경남,주부,1017348.0,N,n,0.0,0.0,29360.0,0.0,5890,5730.0
6496,1,N,2,5,8888,30.0,N,인천,주부,12139784.0,Y,n,2.0,2.0,302668.0,0.0,5617,5617.0
6497,1,N,1,3,12562,99.0,N,경기,서비스,2664922.0,N,n,0.0,0.0,158250.0,4023.0,0,4023.0
6499,1,N,2,3,30277,20.0,N,서울,사무직,41646719.0,N,n,0.0,0.0,403850.0,3778.0,7643,3778.0
6500,1,N,2,4,21111,20.0,N,경기,전문직,32677688.0,Y,전문직,2.0,2.0,517185.0,4821.0,6356,10076.0
6502,1,N,2,4,29861,20.0,N,경남,주부,14211798.0,Y,사무직,0.0,0.0,134150.0,0.0,9250,5390.0
6503,1,N,2,3,6461,40.0,N,광주,주부,3471500.0,N,n,0.0,0.0,32750.0,0.0,0,0.0
6504,1,N,2,2,38750,20.0,N,서울,사무직,12009480.0,N,n,0.0,0.0,200158.0,2948.0,10034,2948.0
6505,1,N,2,5,3786,99.0,N,경기,n,3956648.0,N,n,0.0,0.0,159800.0,4627.3,0,0.0
6507,1,N,1,6,7831,40.0,N,대전,서비스,3100000.0,N,n,0.0,0.0,100000.0,3881.65,3880,3782.0
6509,2,,1,3,0,20.0,N,대구,전문직,5189387.0,N,n,0.0,0.0,86050.0,3541.0,0,3541.0
6510,1,Y,2,6,9965,12.0,N,서울,기타,13270442.0,N,n,0.0,0.0,127650.0,3190.0967741935483,5541,5472.0
6512,1,N,2,7,9583,20.0,N,대전,기타,8406515.0,N,n,0.0,0.0,141500.0,0.0,1752,1752.0
6513,1,N,2,5,26305,11.0,N,경기,서비스,11598740.0,N,n,0.0,0.0,111580.0,3271.0,6894,3271.0
6514,1,Y,2,3,4130,40.0,Y,전북,자영업,3665371.0,Y,n,1.0,1.0,498106.0,3195.0,4079,3195.0
6515,1,N,1,5,39444,20.0,N,서울,사무직,14398869.0,N,n,0.0,0.0,154710.0,5582.0,9971,5582.0
6516,1,N,1,4,12083,20.0,N,경남,제조업,10408964.0,Y,주부,1.0,1.0,700716.0,4271.0,4205,4271.0
6517,1,N,2,3,5138,30.0,N,경북,주부,843750.0,N,n,0.0,0.0,33750.0,0.0,0,0.0
6518,1,N,2,4,7083,20.0,N,전남,전문직,5629684.0,N,n,0.0,0.0,70171.0,3606.0,0,3606.0
6520,1,N,2,3,16686,12.0,N,서울,사무직,2181600.0,N,n,0.0,0.0,21600.0,2972.0,0,2972.0
6523,1,N,2,3,15138,20.0,N,부산,서비스,1226550.0,N,n,0.0,0.0,24050.0,3450.0,0,3450.0
6524,1,Y,2,3,6521,40.0,N,경북,전문직,23500000.0,Y,전문직,0.0,0.0,250000.0,3810.0,3502,7742.0
6525,1,N,2,5,3750,20.0,N,충남,자영업,10796792.0,Y,자영업,2.0,2.0,131380.0,4284.0,4681,4613.0
6533,1,N,1,3,12222,30.0,N,울산,기타,13486211.0,Y,사무직,1.0,0.0,154683.0,0.0,4042,3262.0
6536,1,N,2,3,4183,13.0,N,대전,전문직,1036840.0,N,n,0.0,0.0,80500.0,2666.0,3142,2666.0
6537,1,N,2,6,8392,99.0,N,강원,전문직,198958673.0,N,n,0.0,0.0,2218289.0,5689.0,0,5689.0
6538,1,Y,2,3,11111,20.0,N,울산,자영업,7173660.0,N,n,0.0,0.0,84500.0,3434.0,3032,3434.0
6540,1,N,1,3,12325,99.0,N,울산,제조업,3205538.0,N,n,0.0,0.0,64905.0,3838.0,0,3838.0
6541,1,Y,2,5,14722,20.0,Y,서울,자영업,3821032.0,N,n,0.0,0.0,300000.0,3887.0,7126,3887.0
6542,1,N,2,3,25416,20.0,N,서울,전문직,7038618.0,N,n,0.0,0.0,122646.0,3421.0,7230,3421.0
6543,2,,1,3,10158,13.0,N,경기,사무직,13707022.0,N,n,0.0,0.0,155550.0,3788.0,3799,3788.0
6544,1,N,1,4,7058,12.0,N,충남,서비스,4942885.0,N,n,0.0,0.0,1098976.0,4624.0,3534,4624.0
6545,1,N,2,6,11266,11.0,N,대전,기타,13839110.0,N,n,0.0,0.0,159365.0,3190.0967741935483,4382,4917.0
6546,1,N,2,3,13097,40.0,N,경기,자영업,13802092.0,Y,사무직,0.0,0.0,408050.0,3713.0,4175,7551.0
6547,1,N,2,3,16805,20.0,N,광주,전문직,28019644.0,N,n,0.0,0.0,455582.0,4047.0,5340,4047.0
6549,1,N,2,5,76805,20.0,N,서울,전문직,20236702.0,Y,n,2.0,2.0,224543.0,5642.0,12317,5642.0
6550,1,N,2,2,14027,20.0,N,경기,서비스,2200000.0,N,n,0.0,0.0,200000.0,2798.0,6143,2798.0
6551,1,N,1,3,8750,20.0,N,충북,전문직,5729954.0,Y,사무직,1.0,0.0,130150.0,3923.0,2993,7485.0
6553,1,Y,2,4,11666,20.0,N,경기,주부,14658371.0,Y,n,1.0,2.0,250519.0,0.0,3616,3543.0
6555,1,N,2,3,22657,12.0,N,경기,전문직,14160263.0,Y,자영업,0.0,0.0,447639.0,3820.0,4602,9171.0
6556,1,Y,2,4,12222,20.0,N,경기,자영업,309405.0,Y,n,1.0,2.0,155480.0,3959.0,3954,3959.0
6559,1,N,1,2,17066,12.0,N,경기,기타,213045.0,N,n,0.0,0.0,53664.0,0.0,6058,5969.0
6560,1,N,2,4,15555,20.0,N,경기,주부,35443968.0,N,n,0.0,0.0,1208126.0,0.0,4645,4558.0
6561,1,N,2,3,3266,11.0,N,전남,전문직,16121202.0,Y,사무직,0.0,0.0,221340.0,3873.0,3130,7555.0
6562,1,N,2,6,12751,11.0,N,부산,기타,28931990.0,N,n,0.0,0.0,578250.0,3190.0967741935483,4423,4337.0
6565,2,,1,6,29861,20.0,N,서울,사무직,24574840.0,Y,주부,1.0,2.0,326167.0,6258.0,10434,6258.0
6566,1,N,2,5,21527,20.0,N,충북,주부,5530500.0,Y,주부,0.0,0.0,61450.0,0.0,10108,9915.0
6567,1,N,2,4,31527,20.0,N,경기,주부,2260600.0,N,n,0.0,0.0,25400.0,0.0,0,0.0
6568,1,N,1,2,4069,11.0,N,경기,기타,8677663.0,N,n,0.0,0.0,101485.0,0.0,5103,5095.0
6569,1,N,1,4,8102,99.0,N,경북,사무직,30638956.0,N,n,0.0,0.0,472061.0,5012.0,0,5012.0
6570,1,N,1,3,10149,12.0,N,서울,사무직,10540042.0,N,n,0.0,0.0,126994.0,3655.0,4043,3655.0
6573,1,N,2,4,8888,20.0,N,부산,사무직,3526000.0,N,n,0.0,0.0,43000.0,3520.0,0,3520.0
6576,1,N,1,2,23888,20.0,N,부산,기타,199000.0,N,n,0.0,0.0,100000.0,0.0,9027,8975.0
6577,1,Y,2,3,37638,20.0,N,경기,주부,7723105.0,N,n,0.0,0.0,90700.0,0.0,8763,8578.0
6579,1,N,2,3,15555,20.0,N,서울,사무직,45554153.0,N,n,0.0,0.0,549450.0,3415.0,4347,3415.0
6580,1,N,2,3,23611,20.0,N,서울,자영업,28279242.0,Y,자영업,1.0,1.0,327841.0,4210.0,8795,9396.0
6581,2,,2,4,22638,20.0,N,부산,사무직,2318800.0,N,n,0.0,0.0,26350.0,4067.0,6131,4067.0
6583,1,N,1,3,10781,40.0,N,대구,사무직,10520206.0,N,n,0.0,0.0,163594.0,3856.0,4909,3856.0
6585,1,Y,1,3,18888,30.0,N,서울,자영업,8783600.0,N,n,0.0,0.0,401696.0,4092.0,6122,4092.0
6587,1,N,2,4,33932,12.0,N,울산,주부,21041467.0,Y,n,1.0,2.0,378429.0,0.0,6011,5593.0
6588,1,N,2,2,27916,20.0,N,경기,전문직,8360559.0,N,n,0.0,0.0,155143.0,3050.0,9133,3050.0
6590,1,N,1,6,10421,20.0,N,경기,제조업,16692092.0,Y,서비스,2.0,2.0,391395.0,4468.0,5054,7766.0
6592,1,N,2,6,46805,20.0,N,서울,주부,8333052.0,N,n,0.0,0.0,101400.0,0.0,9902,9876.0
6593,1,N,1,4,14544,11.0,N,경북,제조업,21857830.0,N,n,0.0,0.0,2230761.0,4832.0,4395,4832.0
6595,1,N,2,3,19861,20.0,N,경북,서비스,16484216.0,Y,제조업,0.0,0.0,2300000.0,3808.0,6259,7345.0
6597,1,N,1,4,7916,20.0,N,인천,전문직,2341710.0,Y,주부,4.0,1.0,211575.0,4495.0,5428,4495.0
6598,1,N,2,3,25138,20.0,N,인천,사무직,20249459.0,N,n,0.0,0.0,614148.0,3635.0,5929,3635.0
6601,1,N,2,4,10298,40.0,N,부산,주부,12970988.0,Y,n,1.0,2.0,162360.0,0.0,4035,3948.0
6602,1,N,2,7,8759,99.0,N,부산,기타,10640220.0,N,n,0.0,0.0,140510.0,0.0,0,0.0
6603,2,,2,4,18333,30.0,N,경기,주부,5290435.0,Y,서비스,2.0,0.0,99490.0,0.0,5081,4043.0
6605,1,N,1,3,49305,20.0,N,경남,사무직,5589690.0,N,n,0.0,0.0,71363.0,3936.0,10734,3936.0
6606,1,Y,2,5,4061,11.0,N,전북,주부,9578820.0,Y,n,1.0,3.0,207000.0,0.0,4756,4763.0
6607,1,N,1,3,16085,20.0,N,경기,사무직,16352182.0,N,n,0.0,0.0,280766.0,4326.0,4649,4326.0
6611,1,N,2,4,13611,20.0,N,울산,주부,8912317.0,Y,제조업,2.0,1.0,115509.0,0.0,4699,4638.0
6612,1,N,2,3,6368,12.0,N,서울,자영업,11923799.0,N,n,0.0,0.0,59815.0,3301.0,3170,3301.0
6613,1,Y,1,2,10777,20.0,N,인천,서비스,636576.0,N,n,0.0,0.0,91200.0,3067.0,5313,3067.0
6616,1,N,2,5,16520,12.0,N,경기,서비스,10221673.0,N,n,0.0,0.0,135694.0,3202.0,5934,3202.0
6617,1,N,2,4,38237,11.0,Y,경남,자영업,20120840.0,Y,사무직,3.0,0.0,899134.0,3799.0,7946,8867.0
6619,1,Y,2,3,6805,30.0,N,인천,주부,12842985.0,Y,자영업,1.0,0.0,580026.0,0.0,2993,3729.0
6620,2,,2,3,0,20.0,N,충북,사무직,3624801.0,Y,사무직,1.0,0.0,119238.0,3050.0,0,3050.0
6621,1,N,2,3,9166,30.0,N,경기,사무직,8392001.0,Y,사무직,1.0,0.0,360654.0,2977.0,3607,7026.0
6623,1,N,1,4,8051,40.0,N,충남,사무직,15119355.0,N,n,0.0,0.0,683252.0,5264.0,6195,5264.0
6625,1,N,2,3,11111,20.0,N,경기,주부,13742423.0,N,n,0.0,0.0,255415.0,0.0,4061,4061.0
6626,1,N,2,4,11388,20.0,N,경남,전문직,2199875.0,Y,제조업,2.0,1.0,60875.0,3374.0,4167,7721.0
6627,1,N,1,2,4881,12.0,N,광주,기타,698067.0,N,n,0.0,0.0,100297.0,0.0,5036,5001.0
6628,1,N,2,3,7652,11.0,N,전북,사무직,10446207.0,Y,1차산업,0.0,0.0,260576.0,3007.0,3626,6765.0
6629,1,N,2,3,6982,99.0,N,인천,주부,20550327.0,Y,n,1.0,0.0,372232.0,0.0,0,0.0
6630,1,N,2,5,5144,40.0,N,경북,자영업,7465242.0,N,n,0.0,0.0,150000.0,4271.0,5107,4271.0
6631,1,N,2,3,11111,20.0,N,전북,전문직,1818600.0,N,n,0.0,0.0,24450.0,3123.0,0,3123.0
6634,1,Y,2,5,3055,20.0,N,광주,주부,1426779.0,Y,n,1.0,3.0,176936.0,0.0,3142,3106.0
6638,1,N,2,5,14608,20.0,N,경남,서비스,6979920.0,N,n,0.0,0.0,116332.0,3814.0,6009,3814.0
6639,1,N,1,3,20277,20.0,N,인천,서비스,3584300.0,N,n,0.0,0.0,51832.0,3229.0,5226,3229.0
6640,1,N,1,4,14305,20.0,N,충남,서비스,33294157.0,Y,주부,2.0,0.0,637631.0,4706.0,5748,4706.0
6641,1,N,1,4,29444,20.0,N,경남,사무직,54273326.0,Y,주부,2.0,1.0,829648.0,5073.0,9488,5073.0
6643,2,,1,2,5342,99.0,N,울산,자영업,3910976.0,N,n,0.0,0.0,77626.0,3265.0,0,3265.0
6644,1,N,1,6,9290,99.0,N,울산,제조업,1996932.0,N,n,0.0,0.0,95092.0,4322.930232558139,0,0.0
6645,2,,2,3,12777,30.0,N,경기,주부,12100822.0,Y,자영업,2.0,0.0,547987.0,0.0,4229,5057.0
6646,1,N,1,3,11062,99.0,N,부산,사무직,4178934.0,N,n,0.0,0.0,234567.0,3418.0,0,3418.0
6648,1,N,2,3,10000,30.0,N,경기,주부,14521359.0,Y,전문직,0.0,0.0,293111.0,0.0,3891,4511.0
6651,1,N,2,2,10550,12.0,N,경남,전문직,3300000.0,N,n,0.0,0.0,300000.0,2538.0,2400,2538.0
6652,1,N,1,3,5972,30.0,N,울산,제조업,32189385.0,N,n,0.0,0.0,571449.0,4360.0,2551,4360.0
6653,2,,2,4,35277,20.0,N,경북,전문직,13997873.0,Y,사무직,0.0,0.0,290731.0,4269.0,10301,9675.0
6654,1,N,2,3,37638,20.0,N,대전,전문직,6339841.0,N,n,0.0,0.0,96200.0,3515.0,10167,3515.0
6658,1,N,1,4,20000,20.0,N,인천,자영업,0.0,Y,주부,2.0,1.0,322221.0,4929.0,5379,4929.0
6659,1,N,2,3,19583,20.0,N,경기,자영업,939801.0,N,n,0.0,0.0,27912.0,3628.0,5331,3628.0
